Year,UNIT_MEASURE,SEX,AGE,Value
2050,NUMBER,_T,6,10473
2050,NUMBER,_T,7,10659
2050,NUMBER,_T,8,10848
2050,NUMBER,_T,9,11041
2050,NUMBER,_T,10,11237
2050,NUMBER,_T,11,11428
2050,NUMBER,_T,12,11632
2050,NUMBER,_T,13,11850
2050,NUMBER,_T,14,12081
2050,NUMBER,_T,15,12321
2050,NUMBER,_T,16,12552
2050,NUMBER,_T,17,12750
2050,NUMBER,_T,18,12902
2050,NUMBER,_T,19,13000
2050,NUMBER,_T,20,13046
2050,NUMBER,_T,21,13013
2050,NUMBER,_T,22,12961
2050,NUMBER,_T,23,12905
2050,NUMBER,_T,24,12853
2050,NUMBER,_T,25,12813
2050,NUMBER,_T,26,12790
2050,NUMBER,_T,27,12782
2050,NUMBER,_T,28,12786
2050,NUMBER,_T,29,12780
2050,NUMBER,_T,30,13044
2050,NUMBER,_T,31,11537
2050,NUMBER,_T,32,12449
2050,NUMBER,_T,33,12631
2050,NUMBER,_T,34,12984
2050,NUMBER,_T,35,12619
2050,NUMBER,_T,36,12819
2050,NUMBER,_T,37,13819
2050,NUMBER,_T,38,14451
2050,NUMBER,_T,39,14179
2050,NUMBER,_T,40,14775
2050,NUMBER,_T,41,14953
2050,NUMBER,_T,42,14898
2050,NUMBER,_T,43,14257
2050,NUMBER,_T,44,14425
2050,NUMBER,_T,45,14574
2050,NUMBER,_T,46,14450
2050,NUMBER,_T,47,15043
2050,NUMBER,_T,48,15048
2050,NUMBER,_T,49,15759
2050,NUMBER,_T,50,16251
2050,NUMBER,_T,51,17268
2050,NUMBER,_T,52,19022
2050,NUMBER,_T,53,22435
2050,NUMBER,_T,54,22645
2050,NUMBER,_T,55,23000
2050,NUMBER,_T,56,18930
2050,NUMBER,_T,57,18245
2050,NUMBER,_T,58,21773
2050,NUMBER,_T,59,23704
2050,NUMBER,_T,60,23765
2050,NUMBER,_T,61,23940
2050,NUMBER,_T,62,25112
2050,NUMBER,_T,63,24972
2050,NUMBER,_T,64,25222
2050,NUMBER,_T,65,25406
2050,NUMBER,_T,66,26452
2050,NUMBER,_T,67,25510
2050,NUMBER,_T,68,25478
2050,NUMBER,_T,69,25830
2050,NUMBER,_T,70,25190
2050,NUMBER,_T,71,24733
2050,NUMBER,_T,72,24563
2050,NUMBER,_T,73,24190
2050,NUMBER,_T,74,24436
2050,NUMBER,_T,75,23285
2050,NUMBER,_T,76,22577
2050,NUMBER,_T,77,21733
2050,NUMBER,_T,78,21791
2050,NUMBER,_T,79,20561
2050,NUMBER,_T,80,18898
2050,NUMBER,_T,81,19191
2050,NUMBER,_T,82,18297
2050,NUMBER,_T,83,17661
2050,NUMBER,_T,84,16847
2050,NUMBER,_T,85,15764
2050,NUMBER,_T,86,14354
